percent,450nm,475nm,515nm,550nm,555nm,600nm,640nm,690nm,group,species
8,0.0212125745219303,0.0203960496461702,0.0185134961546395,0.0166046251576783,0.0180009720929587,0.01861879192461,0.0177143952276826,0.0165409597999652,chlorophyte,SP012-ORA2
8,0.0212125745219303,0.0202502366150124,0.0182626938534228,0.0165712397329956,0.0179951755824054,0.0187542843328118,0.0172506704505856,0.0163493972970617,chlorophyte,SP012-ORA2
8,0.0211638273091315,0.0208436069527241,0.0185971340435125,0.0166213195073449,0.0186159379747835,0.0186108233801799,0.0171150750386182,0.0161580026290306,chlorophyte,SP012-ORA2
8,0.0209526629484862,0.0198811282483785,0.0184298768321601,0.0166714091073587,0.0183373312661237,0.0184913164996801,0.0176578068988838,0.0161340900817734,chlorophyte,SP012-ORA2
8,0.0199958007079774,0.0199782224886842,0.0182961245137237,0.0166547114820423,0.0180531449348014,0.0189217281591426,0.0177143952276826,0.0164691041745434,chlorophyte,SP012-ORA2
8,0.0202955697882786,0.0208533431228521,0.0176447611975693,0.0160043544664872,0.0180705375810668,0.0185550485364805,0.017555973492258,0.0160384660595636,chlorophyte,SP012-ORA2
8,0.0211638273091315,0.0203377167947398,0.0180371144669628,0.0165044819782358,0.0184824117236322,0.0191131885096802,0.0171715660408034,0.0162776046441999,chlorophyte,SP012-ORA2
8,0.0210095031367752,0.0202891138662479,0.0179953553269213,0.0166714091073587,0.0180937290977493,0.0191690504112117,0.0174428638214059,0.0163733334254207,chlorophyte,SP012-ORA2
10,0.0223925730019908,0.0217698126488766,0.019199875670655,0.0175747065035203,0.0196626590289453,0.0206485698771416,0.018405591817074,0.0174050759370193,chlorophyte,SP012-ORA2
10,0.0229309141033529,0.0218576917851822,0.0194513029409417,0.0176417447346376,0.0195927818124517,0.0207848330682752,0.0184396242136518,0.0174050759370193,chlorophyte,SP012-ORA2
10,0.0226453334568758,0.0217991031253098,0.0193758571372328,0.0177088005738004,0.0195054545720512,0.0209772929989921,0.0183035166607241,0.0175734961806994,chlorophyte,SP012-ORA2
10,0.0228003358289488,0.0217307626755121,0.0194932238066224,0.0177591040140181,0.0202396699211281,0.0210174018483663,0.0183375380414027,0.0175494281946397,chlorophyte,SP012-ORA2
10,0.0230043844692351,0.0221214680094915,0.0190490998224677,0.0176082234186512,0.0202163382136021,0.0210414693157904,0.0185757905434143,0.0173569797071354,chlorophyte,SP012-ORA2
10,0.0226861173123856,0.0218186315367106,0.0195770795364401,0.0178094173678715,0.0197966287038617,0.0208008674433543,0.0184623145188502,0.0177420463711223,chlorophyte,SP012-ORA2
10,0.0222540350894402,0.0219065235202798,0.0195938529227218,0.0174909334618547,0.0195462046189129,0.0206165154882526,0.0185190474264058,0.0174050759370193,chlorophyte,SP012-ORA2
10,0.0223762717540229,0.0217991031253098,0.0191579874365598,0.0178094173678715,0.0202105055255987,0.0206405560107618,0.018689307420492,0.0174531827584535,chlorophyte,SP012-ORA2
10,0.0225800885588405,0.0222289921482417,0.019199875670655,0.0179436348078743,0.0201055334767014,0.0206886419009776,0.0183602210013472,0.0173329355625676,chlorophyte,SP012-ORA2
10,0.0225474703875845,0.0222778782019711,0.0197028981428935,0.0175411939880896,0.0202455030869034,0.0210815853585288,0.0186438957654768,0.0174291280235011,chlorophyte,SP012-ORA2
12,0.0253138148503192,0.0247411990551871,0.0217470363525825,0.0202023302389744,0.0225101433718791,0.0234321961187309,0.0208196354281717,0.020847261745854,chlorophyte,SP012-ORA2
12,0.0253138148503192,0.0252834057572928,0.0222619204765289,0.0205920341056028,0.0228214123226407,0.023763487187396,0.0213344368911828,0.0212140605255711,chlorophyte,SP012-ORA2
12,0.0256425542520396,0.0251354438888494,0.0222619204765289,0.0202023302389744,0.0229624538596406,0.0238443364290779,0.0211398575415626,0.020847261745854,chlorophyte,SP012-ORA2
12,0.0255439020166043,0.0245934771331702,0.0219326511365449,0.0200838426919911,0.0223868856214991,0.0233675897007006,0.021151300062423,0.020847261745854,chlorophyte,SP012-ORA2
12,0.0252316752349428,0.0251650310193044,0.0220508172741744,0.0204225245434461,0.0224925325092602,0.0238039095251855,0.0206939228048945,0.0209694595871843,chlorophyte,SP012-ORA2
12,0.0251413425379181,0.0247609002487103,0.0216121012067851,0.0205920341056028,0.0228096613827047,0.0236018434766438,0.0213000906326604,0.0209450145499239,chlorophyte,SP012-ORA2
12,0.0254370581872214,0.0252735395932529,0.0222027996536251,0.0204903148630651,0.0230565125989276,0.0235129705456219,0.0207853451963883,0.0211161872823345,chlorophyte,SP012-ORA2
12,0.0258399370062566,0.0249875475376117,0.0223463948943477,0.0202531274552955,0.022592338916501,0.0236907384826619,0.0213458864754558,0.0209205722477725,chlorophyte,SP012-ORA2
12,0.0252563152209941,0.0246033232289569,0.0216205332374605,0.0202023302389744,0.0224279667975446,0.0236584104711041,0.0207396306872756,0.0211161872823345,chlorophyte,SP012-ORA2
12,0.0255685626302943,0.0252242131441358,0.022152132046802,0.0204564174531786,0.0223516769570176,0.023278774914878,0.0210940916100547,0.0207984017422394,chlorophyte,SP012-ORA2
14,0.0218794254917801,0.0236103304418019,0.0200974021319542,0.0191716396121786,0.019156359632081,0.0200480273129843,0.0200205000321497,0.0198721320148797,chlorophyte,SP012-ORA2
14,0.0219038450916079,0.0235514335655605,0.020324219072242,0.0193909463589652,0.0190865816973126,0.0202801176260145,0.0202600280636041,0.0198478094545639,chlorophyte,SP012-ORA2
14,0.022099259445292,0.0236790565929313,0.0206857282419785,0.0191379168273484,0.0193599567498825,0.019992028055844,0.0201231326232253,0.0199937854541488,chlorophyte,SP012-ORA2
14,0.0219933972999321,0.0239541026987156,0.0204502875220935,0.0194078239143996,0.0196335418554818,0.0198880526766542,0.0200433043878444,0.01982348960202,chlorophyte,SP012-ORA2
14,0.0221236934370258,0.0235023607675791,0.0206100348181613,0.0193403203861943,0.0190110043628328,0.0199680310562905,0.0201117273521751,0.0200424658053809,chlorophyte,SP012-ORA2
14,0.022099259445292,0.023463107719667,0.0206520848424689,0.0193065753141492,0.019197069743251,0.0200720296772137,0.0200205000321497,0.0200424658053809,chlorophyte,SP012-ORA2
14,0.0222540350894402,0.0239049707081738,0.020030223332479,0.0191547776629512,0.0192552351204122,0.0203761990400884,0.0199406977726579,0.0199451159484891,chlorophyte,SP012-ORA2
14,0.022319222993832,0.0241113736536164,0.020534356601461,0.0194584632763002,0.0193948708052635,0.0203681912702899,0.0200889180476185,0.0202372957627768,chlorophyte,SP012-ORA2
14,0.0219608303737031,0.023482733666983,0.0204755062759011,0.0191379168273484,0.0191272838307355,0.0205764515390222,0.0200205000321497,0.0199207852612389,chlorophyte,SP012-ORA2
14,0.0223925730019908,0.0238460218579856,0.0200554139783144,0.0191379168273484,0.0189993785043268,0.0200960336513135,0.0203855677828217,0.0202129325134068,chlorophyte,SP012-ORA2
16,0.028332634845289,0.0292634150498675,0.0253746092072331,0.0235253539408502,0.0247715557223085,0.0258227390162302,0.0243832134992907,0.0243693843539445,chlorophyte,SP012-ORA2
16,0.0281835958437639,0.0295231150776582,0.0253320287152014,0.0239373470515394,0.0252208345755306,0.0260748782674332,0.024545103687853,0.0243445559086998,chlorophyte,SP012-ORA2
16,0.028531446162899,0.0296730339204731,0.0259968331493212,0.0235253539408502,0.0249251925947634,0.0262864869549339,0.024417897257485,0.024294907482293,chlorophyte,SP012-ORA2
16,0.0287884009969335,0.0290138937662433,0.0256472383935011,0.0230455341203794,0.0241458751846107,0.0259040548512857,0.0242676285177716,0.0242204559932735,chlorophyte,SP012-ORA2
16,0.0286806241995231,0.0295031309819034,0.0255875838962098,0.0238171136994805,0.0250611574184192,0.0263516225000599,0.0246145106496241,0.024468726363501,chlorophyte,SP012-ORA2
16,0.0282746681594836,0.0294631663770935,0.0256046270743124,0.0237827717109722,0.0249783900383496,0.0258877902061408,0.0246492198605187,0.0243693843539445,chlorophyte,SP012-ORA2
16,0.0288962089343614,0.0297430190824472,0.0253660927237573,0.0239545278680057,0.0250788957889652,0.0263434799085868,0.0247417964395904,0.024294907482293,chlorophyte,SP012-ORA2
16,0.0276789614849508,0.0289340863086671,0.0250085741770997,0.0230969002737035,0.0245471287060373,0.0253271121170142,0.0240019437439618,0.0243693843539445,chlorophyte,SP012-ORA2
16,0.0282912291508226,0.0297330203043088,0.0259371232669142,0.0234224594642031,0.0252208345755306,0.025993523614607,0.0244294593580695,0.0245184143144146,chlorophyte,SP012-ORA2
16,0.0285645916838341,0.0297930174634964,0.0256046270743124,0.0239545278680057,0.0250493323289808,0.0260830147499495,0.0248344002070851,0.0243197302850297,chlorophyte,SP012-ORA2
18,0.0222784792189849,0.0241900369098208,0.021005490491709,0.019627333729729,0.0193948708052635,0.020208073489525,0.020465482726763,0.0200424658053809,chlorophyte,SP012-ORA2
18,0.0223436713944459,0.0245639405872063,0.021502501980608,0.0195766608639994,0.0194879916938261,0.020208073489525,0.0208653615386899,0.0200668100495974,chlorophyte,SP012-ORA2
18,0.0224985484765007,0.0243769364273304,0.0209802362324207,0.0196442269202851,0.0198956821756789,0.020256101302396,0.0203741530154647,0.0199451159484891,chlorophyte,SP012-ORA2
18,0.0223029249500056,0.0240425584986263,0.0214013617596458,0.0195428845403164,0.0192377845095513,0.0202801176260145,0.0209797058342762,0.0202616617295914,chlorophyte,SP012-ORA2
18,0.0225230086302543,0.0244556622600038,0.0214097890742621,0.0197794127016726,0.0197441997843277,0.0207848330682752,0.0203513247203558,0.0199937854541488,chlorophyte,SP012-ORA2
18,0.0226534898713626,0.0247214990236676,0.0208960675941032,0.0198301258305635,0.0196160726942589,0.0206645981482645,0.0206139499505239,0.0201155066782542,chlorophyte,SP012-ORA2
18,0.0220503962614299,0.0243080665421107,0.0203662372010275,0.0197118108630186,0.0195054545720512,0.020400223424589,0.0205911042885769,0.0198478094545639,chlorophyte,SP012-ORA2
18,0.0221725662211467,0.0246131696150048,0.0215783749714363,0.0192053668520962,0.0192203347539098,0.0206886419009776,0.0205225772325147,0.0197019309347857,chlorophyte,SP012-ORA2
18,0.0225474703875845,0.0242588824597501,0.0216036693648535,0.0196949131999629,0.0196160726942589,0.0200720296772137,0.0209911425447489,0.0201642141645764,chlorophyte,SP012-ORA2
18,0.0224007238930468,0.0245442510075561,0.0210896835861697,0.0195597721435761,0.0199656188679849,0.0204242494219154,0.0206710713481282,0.0199937854541488,chlorophyte,SP012-ORA2
20,0.0276789614849508,0.0285154097260422,0.0248299420699317,0.0228401727936993,0.0239631007372574,0.0250268200509761,0.0240019437439618,0.0237247601253753,chlorophyte,SP012-ORA2
20,0.0272906098246001,0.0289340863086671,0.0247364066673372,0.0223787129031064,0.0234741982822387,0.0250268200509761,0.0241982978609283,0.0234526060805764,chlorophyte,SP012-ORA2
20,0.027927057029432,0.0280873076680935,0.0242436037212259,0.0231140246217117,0.0242933423043415,0.0250754989481821,0.0237249459287367,0.023997253649141,chlorophyte,SP012-ORA2
20,0.0280511666894086,0.0287147140756022,0.0246683955051116,0.0229599468246014,0.0238039864983363,0.0255057836785248,0.0243254157122985,0.0240220426506144,chlorophyte,SP012-ORA2
20,0.0270511900723014,0.0288542979158485,0.025357576432825,0.0225666144046158,0.0243523462576624,0.0251728766106309,0.0235750069849054,0.0239476840834075,chlorophyte,SP012-ORA2
20,0.0280263414546847,0.0286349780639318,0.0248724658411699,0.0229941782998718,0.0238805881820241,0.0255789023073244,0.0240596822631126,0.0238238093563853,chlorophyte,SP012-ORA2
20,0.0282746681594836,0.0284456812907791,0.0252298551681292,0.0231140246217117,0.0242225504645893,0.025367711458155,0.0244063355808478,0.023997253649141,chlorophyte,SP012-ORA2
20,0.0278195287060375,0.029023871039385,0.0248129339054696,0.0232339272301954,0.0238157703001477,0.0252215753794782,0.0241867442333853,0.0237990428379925,chlorophyte,SP012-ORA2
20,0.0272575772755843,0.0281470099087207,0.0252979677867825,0.0227717557111016,0.0238982678342286,0.0247186740319197,0.0235519457820827,0.0236505026632416,chlorophyte,SP012-ORA2
20,0.0280428914276443,0.0285452977979148,0.024906488314818,0.022823066804066,0.024411359990374,0.0249862593605369,0.0244988408662091,0.0238981257630384,chlorophyte,SP012-ORA2
25,0.0302672539921035,0.032050726372862,0.0277325497961964,0.0255747091202323,0.0264177336226284,0.0270770561118057,0.0265641344228537,0.0263398027988433,chlorophyte,SP012-ORA2
25,0.0308420973467909,0.0323327564608009,0.0276468589651986,0.0258168948539787,0.0267562015782976,0.0274280740527308,0.0264710213363395,0.0263147494040971,chlorophyte,SP012-ORA2
25,0.0306170531615511,0.0314572271315531,0.027235814105979,0.0252636646686432,0.0269879704381699,0.0274607443938651,0.026296508375855,0.0259392928660994,chlorophyte,SP012-ORA2
25,0.0307503962936061,0.0324133802459488,0.0280240445181689,0.0254709855236599,0.0265483322539861,0.0273300809197204,0.0268203372798052,0.0264901835357938,chlorophyte,SP012-ORA2
25,0.0308921256036662,0.0319500590270022,0.0271759075216606,0.0250910258047579,0.026631465421653,0.0270362624069471,0.0265641344228537,0.0267159489204458,chlorophyte,SP012-ORA2
25,0.0302422808809827,0.0320205229832045,0.0278611226038201,0.0259900254330979,0.026578020442867,0.0276241408500234,0.0264826589685559,0.0264149802272595,chlorophyte,SP012-ORA2
25,0.0302672539921035,0.0323327564608009,0.027903989960433,0.025678474875157,0.026809673311009,0.0269546889441667,0.0268203372798052,0.0266657586674393,chlorophyte,SP012-ORA2
25,0.0306420513693143,0.0325242697369635,0.0283071817446562,0.0255574189273988,0.0265186465402965,0.0272892583653289,0.0269252075689957,0.0267159489204458,chlorophyte,SP012-ORA2
25,0.0303671631542414,0.0325646023177581,0.028126978887537,0.0255747091202323,0.0266730392853818,0.0276650016229801,0.0264710213363395,0.0265654127422711,chlorophyte,SP012-ORA2
25,0.0300924773041069,0.0323025275580607,0.0278096882144508,0.0257822828227184,0.0268631530751218,0.027477080682888,0.0266805644611211,0.0266406678645345,chlorophyte,SP012-ORA2
30,0.0368769517021614,0.0389477229793753,0.0348700430779647,0.0316816533623753,0.0327955156441128,0.0334652764943429,0.0328899455965703,0.0330048174068607,chlorophyte,SP012-ORA2
30,0.0369362704151876,0.0394002753707498,0.0350797172197192,0.0318588085580101,0.0326203267414429,0.0334901958234804,0.0331513424075753,0.0332891437592212,chlorophyte,SP012-ORA2
30,0.0374366174906925,0.0391636374062595,0.0351671159027931,0.031823367683075,0.0328257293411703,0.034063819806439,0.032783072963522,0.0329531614417938,chlorophyte,SP012-ORA2
30,0.0367159912871113,0.0395341014623182,0.0345906589808956,0.0313807713685798,0.0327411374493625,0.0339972655392104,0.0329849739117905,0.0331598586307214,chlorophyte,SP012-ORA2
30,0.0373687344867891,0.0395341014623182,0.0350185502048079,0.0319119790970308,0.0332489905207384,0.0333656165252473,0.0330324988112441,0.0330823242642464,chlorophyte,SP012-ORA2
30,0.0363350459954694,0.0386703236501188,0.0346954037357892,0.031540017662662,0.0328317723882509,0.0329838435291048,0.0334129560963334,0.0326434818975525,chlorophyte,SP012-ORA2
30,0.0368684783700698,0.0393076579388653,0.0349049806644075,0.031752500689647,0.0330312505014163,0.0336563690407979,0.0329612141479292,0.0333408792420563,chlorophyte,SP012-ORA2
30,0.0368854252266778,0.0393179474964608,0.0354906674630211,0.0321070325369088,0.0327048899327374,0.0335732727875032,0.0332345595846139,0.0329531614417938,chlorophyte,SP012-ORA2
30,0.0366990521240032,0.0390402406433155,0.0351845980730454,0.0320538213631618,0.032656565649959,0.0340222219390466,0.0329136999905889,0.0332374205258199,chlorophyte,SP012-ORA2
30,0.037513000635035,0.0394517405990215,0.0351933394624374,0.0320183534078136,0.032922430404145,0.033772736218447,0.0331513424075753,0.0332115635008444,chlorophyte,SP012-ORA2
35,0.0336624617704367,0.0345266018961806,0.0303814192339747,0.0283912952638601,0.0298709129016631,0.0310893146504324,0.0299581835819746,0.0289865290998683,chlorophyte,SP012-ORA2
35,0.033158757312938,0.0350443041713068,0.0304763670821406,0.0283563324670121,0.0298049954039277,0.0309820652110067,0.0296759059762944,0.0288090795366733,chlorophyte,SP012-ORA2
35,0.0337884942030282,0.0347295267690951,0.0302606111209419,0.028583676280947,0.0303566815325542,0.0312131039539068,0.0301700577451263,0.0293418612397321,chlorophyte,SP012-ORA2
35,0.0334860878524545,0.0350646225814052,0.0298553241622791,0.0282340003706648,0.0300207707964081,0.0312791424274803,0.0296171299353292,0.0289358145145564,chlorophyte,SP012-ORA2
35,0.0337464786619452,0.0349833563561139,0.0307872729301985,0.0283563324670121,0.0301107158171797,0.0309903140269222,0.0304881361679237,0.0289865290998683,chlorophyte,SP012-ORA2
35,0.0336624617704367,0.0347802772568318,0.0305281669065289,0.028583676280947,0.0304287036527493,0.0311223209449967,0.0299228850585816,0.0291133670963771,chlorophyte,SP012-ORA2
35,0.0331252011804182,0.0341312526478519,0.0300018669855078,0.0279371519519291,0.0292362151521135,0.0306275458638326,0.0303585099272273,0.0291387435354194,chlorophyte,SP012-ORA2
35,0.0335868627396018,0.0350443041713068,0.0310119757400858,0.0287411868312503,0.0302126809823885,0.0314938516624121,0.030205383951051,0.0291895052587221,chlorophyte,SP012-ORA2
35,0.0334860878524545,0.0341413839645827,0.0308823231456649,0.0279371519519291,0.0295534226034242,0.0311883426675852,0.0304527782716055,0.0287330738269184,chlorophyte,SP012-ORA2
35,0.0339397893365534,0.0351052631100554,0.0304418378227852,0.0287762023767976,0.0300987218348802,0.0316095177034923,0.0301936081093208,0.0293164611960723,chlorophyte,SP012-ORA2
40,0.0326473539022804,0.0365614199981092,0.0315223760161178,0.0297058686029036,0.0341030899788693,0.0294839379989926,0.0307947374665261,0.0304368664159048,chlorophyte,SP012-ORA2
40,0.0328903927124623,0.0370209675089871,0.0318861336499557,0.0296707253249645,0.0342183381933406,0.0295496581418068,0.0313260991056475,0.0307434314180352,chlorophyte,SP012-ORA2
40,0.0327311425075238,0.0366634870396991,0.0321548469261816,0.0297761696751323,0.0340848963018771,0.0299195589826834,0.030818334534904,0.0307945674377561,chlorophyte,SP012-ORA2
40,0.0321450170095223,0.0362656018364023,0.0312887171790656,0.0293897531219609,0.0339818163552514,0.0295743063070876,0.030240714115168,0.0303347736110322,chlorophyte,SP012-ORA2
40,0.0328568607047739,0.0366736954595327,0.0318601393093224,0.0299871891186259,0.0346432590512768,0.0298948870287443,0.0309363463728223,0.0304368664159048,chlorophyte,SP012-ORA2
40,0.032111551916982,0.036867714741375,0.0313579343182196,0.0293722026223709,0.0342244049222918,0.0298866634220456,0.0304292085432305,0.030258235306512,chlorophyte,SP012-ORA2
40,0.0332258786326552,0.0364899916226717,0.0318514749277195,0.0297058686029036,0.034042448003844,0.0300018111150826,0.0308537334488961,0.0307178678962402,chlorophyte,SP012-ORA2
40,0.0326389760765086,0.0367145322592289,0.0318341467623711,0.0292669249539986,0.0337151596903845,0.0291883466117931,0.0305588638573421,0.0305900951399216,chlorophyte,SP012-ORA2
40,0.0330748726392856,0.0370925095386084,0.0315050629827995,0.0301631719905459,0.0347040034480907,0.0298948870287443,0.031148879047746,0.0305900951399216,chlorophyte,SP012-ORA2
40,0.0327730438669657,0.0368370726241719,0.0314098555205566,0.029741016719182,0.0342911457639445,0.0299277833453064,0.0312079413338785,0.0305645495542934,chlorophyte,SP012-ORA2
45,0.0321533837516504,0.0365103981712835,0.0315656620810401,0.0301983831266868,0.0271901485071149,0.0285405421781459,0.0311961279915751,0.0311528551297748,chlorophyte,SP012-ORA2
45,0.0327227628002571,0.0367860086750288,0.0317821670485251,0.0301983831266868,0.0271009381484046,0.0283849158747006,0.0311016371829408,0.0310504272412495,chlorophyte,SP012-ORA2
45,0.0325049564404243,0.0369698754396388,0.0321808616125276,0.0305507618467923,0.0272377365059829,0.0286388673543786,0.0311961279915751,0.0311528551297748,chlorophyte,SP012-ORA2
45,0.0319275475391689,0.0366022430719889,0.031764842071065,0.0304802471820199,0.0269820257619337,0.0282539146143487,0.0316808383158525,0.0314604272682293,chlorophyte,SP012-ORA2
45,0.0321533837516504,0.0365410103320901,0.031972794409617,0.0305155020798437,0.0270533684281601,0.0287208256417057,0.0310898278225883,0.0314860778377709,chlorophyte,SP012-ORA2
45,0.0327311425075238,0.0369392239490344,0.0318861336499557,0.0300927642840364,0.0276246249536658,0.028819200367918,0.0316808383158525,0.0311272436548348,chlorophyte,SP012-ORA2
45,0.032111551916982,0.036857500389953,0.0317128719191247,0.0301631719905459,0.0272912806082669,0.0289914212327509,0.0313142813358036,0.0312553310670357,chlorophyte,SP012-ORA2
45,0.0320028110901422,0.0366022430719889,0.0317388560988311,0.0304802471820199,0.027773540211878,0.0284504344911828,0.0315388947371851,0.0311528551297748,chlorophyte,SP012-ORA2
45,0.032463085174089,0.0365716252988204,0.0317128719191247,0.0306212959934448,0.0272496344995515,0.0289832183596554,0.0310544023950382,0.0313322195790925,chlorophyte,SP012-ORA2
45,0.0323207580043568,0.0366839041913834,0.032189533573906,0.0306565703758409,0.0273924414422905,0.0286306725578425,0.0312197551187866,0.0313065870680334,chlorophyte,SP012-ORA2
50,0.0402989134733241,0.0394826235428384,0.0341458184248674,0.0324975870618676,0.0328499021448932,0.0341969654825698,0.0341156299433281,0.0334443869792452,chlorophyte,SP012-ORA2
50,0.0406325709455849,0.0397503954048505,0.0341545357413775,0.0328709472862084,0.0330735784114665,0.0346883687143534,0.0343780452477939,0.0337292864004727,chlorophyte,SP012-ORA2
50,0.0404015455363091,0.0398122194095249,0.0345993865981006,0.0324087721915389,0.0329466097739996,0.0345717034858563,0.0339845041418964,0.0336515497024518,chlorophyte,SP012-ORA2
50,0.0407609802302203,0.0396061838812472,0.0343289244495492,0.0327820024564807,0.032994973440203,0.0343051828299592,0.0341275531751101,0.0337292864004727,chlorophyte,SP012-ORA2
50,0.0407524182362709,0.0393796914996497,0.0343463677615393,0.0328709472862084,0.0328015581784232,0.0342635569006862,0.0339725863179867,0.0333926269801285,chlorophyte,SP012-ORA2
50,0.04065824926746,0.0396267817156899,0.034285319703143,0.0329599231147273,0.0331098634826292,0.0342136121755216,0.0344257805935899,0.0338070507710062,chlorophyte,SP012-ORA2
